token,headword,tokenRank,headRank,tokenBand,headBand,tokenFreq,headFreq,PoS
figure,figure,565,305,01k,01k,17609,37749,Noun
department,department,566,537,01k,01k,17607,23227,Noun
isn,be,567,2,01k,01k,17528,4725359,IrrN
total,total,568,500,01k,01k,17482,24739,Adj
personal,person,569,211,01k,01k,17435,49536,Adj
return,return,570,348,01k,01k,17432,33550,Verb
patients,patients,571,702,01k,01k,17420,17420,Noun
especially,especially,572,700,01k,01k,17379,17508,Adv
paper,paper,573,526,01k,01k,17339,23672,Noun
systems,system,574,144,01k,01k,17299,64621,Noun
simply,simple,575,338,01k,01k,17293,34519,Adv
hope,hope,576,344,01k,01k,17221,33773,Verb
doesn,do,577,22,01k,01k,17143,539713,Adj
practice,practise,578,488,01k,01k,17043,25311,Noun
co,company,579,115,01k,01k,17032,74770,Noun
deal,deal,580,353,01k,01k,17016,33315,Noun
live,live,581,201,01k,01k,16988,52234,Verb
st,street,582,270,01k,01k,16983,41130,Noun
former,former,583,644,01k,01k,16972,18962,Detr
provided,provide,584,183,01k,01k,16925,56004,Verb
stage,stage,585,552,01k,01k,16833,22447,Noun
started,start,586,202,01k,01k,16826,52225,Verb
increase,increase,587,216,01k,01k,16809,48856,Verb
quality,quality,588,635,01k,01k,16780,19234,Noun
cos,because,589,83,01k,01k,16759,117444,Noun
wife,wife,590,652,01k,01k,16749,18658,Noun
secretary,secretary,591,685,01k,01k,16701,17861,Noun
club,club,592,594,01k,01k,16680,20612,Noun
longer,long,593,107,01k,01k,16671,83099,Adv
financial,finance,594,437,01k,01k,16612,28354,Adj
strong,strong,595,499,01k,01k,16607,24751,Adj
countries,country,596,218,01k,01k,16585,48633,Noun
issue,issue,597,322,01k,01k,16570,35725,Noun
red,red,598,693,01k,01k,16550,17639,Adj
expected,expect,599,291,01k,01k,16512,38680,Verb
seem,seem,600,154,01k,01k,16509,61164,Verb
friend,friend,601,293,01k,01k,16508,38428,Noun
higher,high,602,114,01k,01k,16504,75092,Adj
ground,ground,603,523,01k,01k,16501,23775,Noun
makes,make,604,45,01k,01k,16492,223856,Verb
university,university,605,637,01k,01k,16462,19172,Noun
account,account,606,431,01k,01k,16448,28709,Noun
month,month,607,251,01k,01k,16439,43031,Noun
final,final,608,378,01k,01k,16438,31619,Adj
board,board,609,631,01k,01k,16420,19284,Noun
earlier,early,610,203,01k,01k,16393,52148,Adv
required,require,611,282,01k,01k,16348,39525,Verb
foreign,foreign,612,697,01k,01k,16341,17583,Adj
talk,talk,613,275,01k,01k,16327,40409,Verb
living,live,614,201,01k,01k,16203,52234,Verb
march,march,615,753,01k,01k,16188,16188,Noun
couldn,could,616,62,01k,01k,16186,160197,Verb
needed,need,617,98,01k,01k,16178,93170,Verb
lord,lord,618,584,01k,01k,16177,21087,Noun
king,king,619,492,01k,01k,16149,25074,Noun
parents,parent,620,563,01k,01k,16076,22208,Noun
concerned,concern,621,345,01k,01k,16063,33699,Adj
approach,approach,622,513,01k,01k,16029,24146,Noun
force,force,623,300,01k,01k,16020,38111,Noun
herself,she,624,18,01k,01k,15938,676070,Pron
wouldn,would,625,40,01k,01k,15834,246616,Verb
production,product,626,258,01k,01k,15815,42531,Noun
art,art,627,390,01k,01k,15758,30969,Noun
led,lead,628,131,01k,01k,15756,68842,Verb
situation,situation,629,568,01k,01k,15744,21754,Noun
offer,offer,630,302,01k,01k,15705,37928,Verb
rest,rest,631,773,01k,01k,15696,15696,Noun
recent,recent,632,448,01k,01k,15695,27987,Adj
comes,come,633,68,01k,01k,15690,147672,Verb
according,according,634,681,01k,01k,15685,17972,Prep
paid,pay,635,177,01k,01k,15653,57431,Verb
wrong,wrong,636,724,01k,01k,15630,16900,Adj
field,field,637,548,01k,01k,15611,22663,Noun
schools,school,638,189,01k,01k,15459,54983,Noun
bed,bed,639,665,01k,01k,15426,18376,Noun
conditions,condition,640,456,01k,01k,15416,27274,Noun
due,due,641,696,01k,01k,15386,17584,Prep
middle,middle,642,784,01k,01k,15366,15490,Adj
results,result,643,245,01k,01k,15353,43835,Noun
greater,great,644,123,01k,01k,15315,71452,Adj
amount,amount,645,621,01k,01k,15313,19647,Noun
stop,stop,646,444,01k,01k,15311,28170,Verb
award,award,647,602,01k,01k,15308,20407,Noun
various,various,648,774,01k,01k,15297,15685,Adj
record,record,649,318,01k,01k,15269,36144,Noun
project,project,650,532,01k,01k,15235,23486,Noun
green,green,651,739,01k,01k,15221,16570,Adj
costs,cost,652,279,01k,01k,15193,39845,Noun
bad,bad,653,624,01k,01k,15160,19580,Adj
added,add,654,223,01k,01k,15159,47945,Verb
music,music,655,603,01k,01k,15148,20403,Noun
include,include,656,167,01k,01k,15146,58265,Verb
weeks,week,657,206,01k,01k,15130,50967,Noun
plan,plan,658,219,01k,01k,15071,48463,Noun
clearly,clear,659,221,01k,01k,15041,48239,Adv
forward,forward,660,725,01k,01k,15034,16892,Adv
bring,bring,661,256,01k,01k,15018,42675,Verb
post,post,662,627,01k,01k,15001,19514,Noun
hospital,hospital,663,676,01k,01k,14970,18084,Noun
understand,understand,664,350,01k,01k,14946,33385,Verb
nine,nine,665,392,01k,01k,14941,30873,Num
april,april,666,796,01k,01k,14941,15256,Noun
shown,show,667,126,01k,01k,14880,69875,Verb
workers,work,668,59,01k,01k,14860,168597,Noun
june,june,669,806,01k,01k,14844,15144,Noun
girl,girl,670,508,01k,01k,14833,24403,Noun
easy,easy,671,389,01k,01k,14820,31108,Adj
game,game,672,585,01k,01k,14798,21085,Noun
ways,way,673,84,01k,01k,14728,112608,Noun
royal,royal,674,757,01k,01k,14727,16108,Adj
poor,poor,675,707,01k,01k,14716,17287,Adj
described,describe,676,530,01k,01k,14689,23537,Verb
goes,go,677,41,01k,01k,14657,244339,Verb
planning,plan,678,219,01k,01k,14643,48463,Verb
friends,friend,679,293,01k,01k,14633,38428,Noun
lead,lead,680,131,01k,01k,14630,68842,Verb
decided,decide,681,497,01k,01k,14616,24771,Verb
chapter,chapter,682,677,01k,01k,14598,18049,Noun
computer,computer,683,560,01k,01k,14591,22292,Noun
series,series,684,832,01k,01k,14582,14582,Noun
knowledge,knowledge,685,814,01k,01k,14563,14955,Noun
current,current,686,558,01k,01k,14548,22321,Adj
students,student,687,554,01k,01k,14536,22428,Noun
points,point,688,143,01k,01k,14503,65397,Noun
followed,follow,689,148,01k,01k,14400,63368,Verb
agreed,agree,690,274,01k,01k,14390,40620,Verb
basis,basis,691,842,01k,01k,14372,14372,Noun
despite,despite,692,843,01k,01k,14363,14363,Prep
answer,answer,693,535,01k,01k,14354,23294,Noun
news,news,694,844,01k,01k,14350,14361,Noun
fire,fire,695,643,01k,01k,14325,18968,Noun
tried,try,696,186,01k,01k,14322,55212,Verb
anyone,any,697,55,01k,01k,14297,185271,Pron
built,build,698,200,01k,01k,14270,52472,Verb
instead,instead,699,846,01k,01k,14255,14255,Adv
natural,nature,700,301,01k,01k,14250,38034,Adj
below,below,701,850,01k,01k,14209,14209,Adv
works,work,702,59,01k,01k,14201,168597,Verb
manager,manage,703,160,01k,01k,14099,59902,Noun
test,test,704,472,01k,01k,14093,26092,Noun
sound,sound,705,524,01k,01k,14083,23682,Noun
wide,wide,706,443,01k,01k,14081,28184,Adj
questions,question,707,243,01k,01k,14077,44161,Noun
running,run,708,193,01k,01k,14066,53862,Verb
sea,sea,709,809,01k,01k,14028,15046,Noun
allowed,allow,710,310,01k,01k,14017,37222,Verb
heart,heart,711,733,01k,01k,13982,16716,Noun
moved,move,712,141,01k,01k,13928,65658,Verb
hair,hair,713,762,01k,01k,13907,15937,Noun
security,secure,714,504,01k,01k,13881,24583,Noun
structure,structure,715,485,01k,01k,13841,25425,Noun
please,please,716,625,01k,01k,13840,19560,Adv
simple,simple,717,338,01k,01k,13802,34519,Adj
written,write,718,170,01k,01k,13772,57991,Verb
met,meet,719,188,01k,01k,13746,55096,Verb
meet,meet,720,188,01k,01k,13735,55096,Verb
capital,capital,721,848,01k,01k,13733,14227,Noun
kept,keep,722,204,01k,01k,13732,52074,Verb
inside,inside,723,813,01k,01k,13701,14991,Prep
alone,alone,724,877,01k,01k,13660,13660,Adv
letter,letter,725,569,01k,01k,13658,21727,Noun
bill,bill,726,709,01k,01k,13658,17219,Noun
operation,operate,727,261,01k,01k,13647,42139,Noun
died,die,728,540,01k,01k,13630,22985,Verb
studies,study,729,263,01k,01k,13603,42038,Noun
share,share,730,413,01k,01k,13603,29692,Verb
story,story,731,671,01k,01k,13539,18208,Noun
carried,carry,732,355,01k,01k,13476,33242,Verb
haven,have,733,8,01k,01k,13425,1344286,Noun
feet,foot,734,476,01k,01k,13411,25947,Noun
material,material,735,587,01k,01k,13404,21027,Noun
hold,hold,736,173,01k,01k,13393,57772,Verb
attention,attention,737,876,01k,01k,13371,13718,Noun
considered,consider,738,289,01k,01k,13366,38913,Verb
performance,perform,739,490,01k,01k,13361,25204,Noun
model,model,740,605,01k,01k,13352,20313,Noun
movement,move,741,141,01k,01k,13347,65658,Noun
dark,dark,742,656,01k,01k,13321,18561,Adj
sent,send,743,496,01k,01k,13305,24806,Verb
success,success,744,415,01k,01k,13280,29589,Noun
evening,evening,745,828,01k,01k,13280,14712,Noun
analysis,analyse,746,641,01k,01k,13264,19057,Noun
legal,legal,747,675,01k,01k,13259,18093,Adj
agreement,agree,748,274,01k,01k,13254,40620,Noun
modern,modern,749,758,01k,01k,13251,16106,Adj
space,space,750,752,01k,01k,13232,16191,Noun
fine,fine,751,745,01k,01k,13213,16324,Adj
hear,hear,752,288,01k,01k,13209,39127,Verb
happened,happen,753,372,01k,01k,13166,32005,Verb
standard,standard,754,518,01k,01k,13158,24001,Adj
received,receive,755,491,01k,01k,13115,25143,Verb
cause,cause,756,394,01k,01k,13103,30688,Noun
boy,boy,757,578,01k,01k,13100,21326,Noun
environment,environment,758,509,01k,01k,13081,24353,Noun
population,population,759,808,01k,01k,13077,15090,Noun
books,book,760,283,01k,01k,13056,39443,Noun
son,son,761,734,01k,01k,13051,16691,Noun
produced,produce,762,331,01k,01k,13047,35086,Verb
thinking,think,763,61,01k,01k,13045,167038,Verb
talking,talk,764,275,01k,01k,13021,40409,Verb
press,press,765,658,01k,01k,13009,18512,Noun
hour,hour,766,366,01k,01k,13003,32467,Noun
size,size,767,741,01k,01k,12992,16486,Noun
design,design,768,411,01k,01k,12989,29775,Noun
increased,increase,769,216,01k,01k,12965,48856,Adj
rights,rights,770,789,01k,01k,12937,15332,Noun
growth,grow,771,286,01k,01k,12908,39189,Noun
theory,theory,772,704,01k,01k,12892,17406,Noun
buy,buy,773,379,01k,01k,12886,31599,Verb
authorities,authority,774,385,01k,01k,12883,31229,Noun
chance,chance,775,761,01k,01k,12874,15990,Noun
whatever,what,776,39,01k,01k,12812,253809,Detr
nice,nice,777,845,01k,01k,12805,14266,Adj
everyone,every,778,108,01k,01k,12791,80820,Pron
key,key,779,803,01k,01k,12772,15185,Adj
lower,lower,780,723,01k,01k,12765,16906,Adj
relationship,relate,781,180,01k,01k,12764,57068,Noun
list,list,782,601,01k,01k,12742,20410,Noun
property,property,783,729,01k,01k,12671,16790,Noun
parties,party,784,192,01k,01k,12647,53980,Noun
director,directed,785,469,01k,01k,12644,26262,Noun
established,establish,786,484,01k,01k,12640,25470,Verb
complete,complete,787,377,01k,01k,12639,31714,Adj
giving,give,788,74,01k,01k,12636,130510,Verb
whom,who,789,43,01k,01k,12598,234518,Pron
finally,final,790,378,01k,01k,12588,31619,Adv
energy,energy,791,836,01k,01k,12566,14473,Noun
style,style,792,716,01k,01k,12539,17067,Noun
developed,develop,793,130,01k,01k,12528,68939,Verb
feeling,feel,794,120,01k,01k,12513,72624,Verb
worked,work,795,59,01k,01k,12474,168597,Verb
income,income,796,864,01k,01k,12458,13916,Noun
gonna,go,797,41,01k,01k,12441,244339,Noun
mark,mark,798,464,01k,01k,12431,26447,Noun
worth,worth,799,839,01k,01k,12360,14451,Prep
visit,visit,800,409,01k,01k,12343,29789,Verb
risk,risk,801,751,01k,01k,12319,16203,Noun
continued,continue,802,271,01k,01k,12317,41032,Verb
normal,normal,803,579,01k,01k,12311,21304,Adj
recently,recent,804,448,01k,01k,12292,27987,Adv
treatment,treat,805,467,01k,01k,12292,26369,Noun
levels,level,806,264,01k,01k,12276,41949,Noun
dr,doctor,807,454,01k,01k,12269,27561,Noun
throughout,through,808,96,01k,01k,12265,93952,Prep
included,include,809,167,01k,01k,12263,58265,Verb
cup,cup,810,869,01k,01k,12255,13834,Noun
dead,dead,811,901,01k,01k,12243,13202,Adj
prime,prime,812,949,01k,01k,12224,12568,Adj
stay,stay,813,611,01k,01k,12219,20152,Verb
stood,stand,814,304,01k,01k,12215,37802,Verb
issues,issue,815,322,01k,01k,12210,35725,Noun
behaviour,behaviour,816,854,01k,01k,12198,14155,Noun
serious,serious,817,667,01k,01k,12168,18312,Adj
firm,firm,818,740,01k,01k,12165,16524,Noun
cold,cold,819,891,01k,01k,12141,13445,Adj
july,july,820,977,01k,01k,12127,12250,Noun
pounds,pound,821,640,01k,01k,12116,19113,Noun
pressure,pressure,822,798,01k,01k,12105,15245,Noun
okay,ok,823,817,01k,01k,12100,14915,Adv
scheme,scheme,824,695,01k,01k,12092,17593,Noun
previous,previous,825,646,01k,01k,12075,18896,Adj
specific,specific,826,651,01k,01k,12072,18661,Adj
defence,defence,827,800,01k,01k,12067,15232,Noun
nor,nor,828,989,01k,01k,12039,12039,Conj
significant,significant,829,732,01k,01k,12036,16758,Adj
contract,contract,830,607,01k,01k,12034,20234,Noun
charge,charge,831,507,01k,01k,12028,24461,Noun
myself,i,832,12,01k,01k,12011,1172647,Pron
hall,hall,833,926,01k,01k,11997,12855,Noun
doubt,doubt,834,617,01k,01k,11990,19905,Noun
choice,choice,835,873,01k,01k,11988,13759,Noun
response,response,836,783,01k,01k,11985,15507,Noun
miss,miss,837,992,01k,01k,11976,11976,Verb
reported,report,838,181,01k,01k,11971,56679,Verb
beginning,begin,839,208,01k,01k,11949,50518,Noun
couple,couple,840,801,01k,01k,11926,15219,Noun
chairman,chairman,841,911,01k,01k,11924,13056,Noun
association,associate,842,479,01k,01k,11903,25899,Noun
technology,technology,843,748,01k,01k,11903,16247,Noun
industrial,industry,844,296,01k,01k,11893,38313,Adj
wall,wall,845,666,01k,01k,11872,18341,Noun
quickly,quick,846,622,01k,01k,11852,19628,Adv
colour,colour,847,562,01k,01k,11840,22213,Noun
direct,direct,848,599,01k,01k,11833,20457,Adj
sun,sun,849,785,01k,01k,11828,15488,Noun
loss,loss,850,780,01k,01k,11813,15633,Noun
thank,thank,851,613,01k,01k,11810,20052,Verb
reached,reach,852,506,01k,01k,11760,24524,Verb
takes,take,853,58,01k,01k,11681,177137,Verb
forces,force,854,300,01k,01k,11671,38111,Noun
writing,write,855,170,01k,01k,11664,57991,Verb
details,detail,856,505,01k,01k,11656,24559,Noun
anyway,any,857,55,01k,01k,11654,185271,Adv
military,military,858,995,01k,01k,11650,11950,Adj
continue,continue,859,271,01k,01k,11641,41032,Verb
rates,rate,860,335,01k,01k,11616,34668,Noun
chief,chief,861,898,01k,01k,11598,13253,Noun
shows,show,862,126,01k,01k,11597,69875,Verb
floor,floor,863,909,01k,01k,11597,13099,Noun
consider,consider,864,289,01k,01k,11595,38913,Verb
forms,form,865,184,01k,01k,11574,55495,Noun
teachers,teach,866,311,01k,01k,11569,37220,Noun
plans,plan,867,219,01k,01k,11565,48463,Noun
page,page,868,545,01k,01k,11564,22801,Noun
parts,part,869,109,01k,01k,11558,78816,Noun
ones,one,870,33,01k,01k,11528,318107,Noun
activity,active,871,343,01k,01k,11517,33819,Noun
wish,wish,872,626,01k,01k,11516,19520,Verb
produce,produce,873,331,01k,01k,11503,35086,Verb
activities,active,874,343,01k,01k,11487,33819,Noun
stand,stand,875,304,01k,01k,11480,37802,Verb
generally,general,876,190,01k,01k,11474,54558,Adv
spent,spend,877,463,01k,01k,11474,26496,Verb
product,product,878,258,01k,01k,11467,42531,Noun
happy,happy,879,662,01k,01k,11465,18406,Adj
park,park,880,767,01k,01k,11459,15882,Noun
appropriate,appropriate,881,862,01k,01k,11453,13967,Adj
county,county,882,915,01k,01k,11434,13014,Noun
thirty,thirty,883,962,01k,01k,11429,12427,Num
beyond,beyond,884,1034,01k,02k,11375,11375,Prep
season,season,885,878,01k,01k,11335,13657,Noun
blue,blue,886,931,01k,01k,11325,12786,Adj
figures,figure,887,305,01k,01k,11314,37749,Noun
army,army,888,975,01k,01k,11288,12286,Noun
original,original,889,747,01k,01k,11285,16265,Adj
allow,allow,890,310,01k,01k,11272,37222,Verb
looks,look,891,78,01k,01k,11256,123683,Verb
cover,cover,892,424,01k,01k,11251,29244,Verb
male,male,893,885,01k,01k,11251,13507,Adj
relations,relate,894,180,01k,01k,11245,57068,Noun
attempt,attempt,895,559,01k,01k,11240,22298,Noun
leading,lead,896,131,01k,01k,11235,68842,Verb
summer,summer,897,1001,01k,02k,11227,11901,Noun
claim,claim,898,383,01k,01k,11226,31436,Noun
nearly,near,899,299,01k,01k,11216,38128,Adv
fall,fall,900,360,01k,01k,11206,33055,Verb
difference,difference,901,645,01k,01k,11200,18935,Noun
professional,profession,902,565,01k,01k,11198,21912,Adj
numbers,number,903,152,01k,01k,11193,61788,Noun
changed,change,904,125,01k,01k,11185,69961,Verb
sat,sit,905,396,01k,01k,11183,30566,Verb
hotel,hotel,906,883,01k,01k,11183,13512,Noun
effects,effect,907,329,01k,01k,11163,35262,Noun
unit,unit,908,654,01k,01k,11153,18628,Noun
potential,potential,909,865,01k,01k,11137,13912,Adj
rose,rise,910,402,01k,01k,11095,30298,Verb
deep,deep,911,551,01k,01k,11076,22527,Adj
appeal,appeal,912,793,01k,01k,11069,15298,Noun
village,village,913,825,01k,01k,11069,14773,Noun
basic,basic,914,834,01k,01k,11066,14550,Adj
opened,open,915,187,01k,01k,11059,55123,Verb
reports,report,916,181,01k,01k,11056,56679,Noun
fish,fish,917,755,01k,01k,11050,16161,Noun
cross,cross,918,691,01k,01k,11046,17779,Noun
demand,demand,919,546,01k,01k,11032,22737,Noun
independent,independent,920,940,01k,01k,11030,12681,Adj
suddenly,sudden,921,797,01k,01k,11026,15254,Adv
write,write,922,170,01k,01k,11024,57991,Verb
played,play,923,150,01k,01k,11023,62427,Verb
video,video,924,983,01k,01k,10996,12134,Noun
garden,garden,925,721,01k,01k,10994,16928,Noun
reading,read,926,237,01k,01k,10982,45041,Verb
investment,invest,927,615,01k,01k,10949,19948,Noun
access,access,928,866,01k,01k,10936,13895,Noun
benefit,benefit,929,619,01k,01k,10921,19744,Noun
husband,husband,930,1002,01k,02k,10912,11898,Noun
ideas,idea,931,369,01k,01k,10904,32044,Noun
northern,northern,932,1066,01k,02k,10876,10970,Adj
shop,shop,933,596,01k,01k,10869,20556,Noun
rules,rule,934,445,01k,01k,10858,28095,Noun
unless,unless,935,1078,01k,02k,10847,10847,Conj
meant,mean,936,100,01k,01k,10843,91891,Verb
playing,play,937,150,01k,01k,10838,62427,Verb
picture,picture,938,708,01k,01k,10830,17271,Noun
employment,employ,939,235,01k,01k,10827,45482,Noun
arms,arm,940,616,01k,01k,10822,19916,Noun
suggested,suggest,941,340,01k,01k,10804,34232,Verb
note,note,942,436,01k,01k,10799,28412,Noun
sorry,sorry,943,1081,01k,02k,10792,10812,Adj
october,october,944,812,01k,01k,10778,15021,Noun
appear,appear,945,312,01k,01k,10768,37211,Verb
oil,oil,946,984,01k,01k,10767,12099,Noun
contact,contact,947,847,01k,01k,10742,14240,Noun
reasons,reason,948,266,01k,01k,10739,41474,Noun
successful,success,949,415,01k,01k,10723,29589,Adj
election,elect,950,466,01k,01k,10712,26426,Noun
science,science,951,503,01k,01k,10709,24600,Noun
hon,honour,952,692,01k,01k,10706,17653,Noun
products,product,953,258,01k,01k,10693,42531,Noun
published,publish,954,648,01k,01k,10692,18819,Verb
rise,rise,955,402,01k,01k,10671,30298,Noun
obviously,obvious,956,642,01k,01k,10668,19000,Adv
september,september,957,868,01k,01k,10595,13838,Noun
follow,follow,958,148,01k,01k,10591,63368,Verb
film,film,959,804,01k,01k,10583,15171,Noun
win,win,960,212,01k,01k,10547,49396,Verb
ready,ready,961,856,01k,01k,10546,14137,Adj
sales,sale,962,612,01k,01k,10532,20096,Noun
yourself,you,963,15,01k,01k,10523,821635,Pron
aware,aware,964,788,01k,01k,10521,15437,Adj
economy,economy,965,253,01k,01k,10512,42852,Noun
standing,stand,966,304,01k,01k,10490,37802,Verb
blood,blood,967,679,01k,01k,10481,18021,Noun
interests,interest,968,172,01k,01k,10471,57817,Noun
commission,commission,969,786,01k,01k,10470,15486,Noun
miles,mile,970,818,01k,01k,10459,14900,Noun
resources,resource,971,882,01k,01k,10451,13546,Noun
offered,offer,972,302,01k,01k,10448,37928,Verb
popular,popular,973,912,01k,01k,10443,13054,Adj
limited,limit,974,407,01k,01k,10440,29844,Adj
announced,announce,975,782,01k,01k,10422,15534,Verb
showed,show,976,126,01k,01k,10416,69875,Verb
event,event,977,590,01k,01k,10398,20966,Noun
influence,influence,978,717,01k,01k,10366,17010,Noun
prepared,prepare,979,577,01k,01k,10357,21372,Verb
january,january,980,815,01k,01k,10355,14952,Noun
window,window,981,632,01k,01k,10335,19282,Noun
advice,advice,982,1124,01k,02k,10334,10334,Noun
gives,give,983,74,01k,01k,10332,130510,Verb
events,event,984,590,01k,01k,10318,20966,Noun
application,apply,985,313,01k,01k,10314,37164,Noun
exactly,exact,986,946,01k,01k,10311,12605,Adv
designed,design,987,411,01k,01k,10302,29775,Verb
western,western,988,1093,01k,02k,10300,10654,Adj
expect,expect,989,291,01k,01k,10280,38680,Verb
passed,pass,990,486,01k,01k,10277,25386,Verb
effective,effective,991,669,01k,01k,10277,18281,Adj
concern,concern,992,345,01k,01k,10275,33699,Noun
thousand,thousand,993,771,01k,01k,10262,15728,Noun
